customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,customer_segment
2143,47,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,21,Venmo,Quarterly,Middle-aged,90,21,39,90,2,2,1,221,At Risk
2144,53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,48,Venmo,Bi-Weekly,Middle-aged,14,48,66,14,4,4,3,443,High Value
2145,47,Male,Shoes,Footwear,23,Maryland,L,Orange,Winter,3.7,No,Free Shipping,No,25,PayPal,Quarterly,Middle-aged,90,25,23,90,2,2,1,221,At Risk
2146,38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,Standard,No,32,PayPal,Annually,Adult,365,32,73,365,1,3,3,133,Loyal
2147,48,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,No,Standard,No,45,PayPal,Every 3 Months,Middle-aged,90,45,23,90,2,4,1,241,At Risk
2148,47,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,4,Cash,Fortnightly,Middle-aged,14,4,43,14,4,1,2,412,Low Value
2149,19,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,19,PayPal,Bi-Weekly,Young Adult,14,19,45,14,4,2,2,422,Low Value
2150,38,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Standard,No,1,Bank Transfer,Weekly,Adult,7,1,21,7,4,1,1,411,Low Value
2151,57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,12,Cash,Weekly,Middle-aged,7,12,40,7,4,1,2,412,Low Value
2152,70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,18,Venmo,Monthly,Senior,30,18,58,30,3,2,2,322,Low Value
2153,38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,43,Bank Transfer,Bi-Weekly,Adult,14,43,48,14,4,4,2,442,Low Value
2154,35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,31,PayPal,Annually,Adult,365,31,94,365,1,3,4,134,Loyal
2155,46,Male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,33,Cash,Every 3 Months,Middle-aged,90,33,74,90,2,3,3,233,Loyal
2156,32,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,46,PayPal,Monthly,Adult,30,46,51,30,3,4,2,342,Low Value
2157,38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,41,Debit Card,Bi-Weekly,Adult,14,41,83,14,4,4,4,444,High Value
2158,41,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4.0,No,Next Day Air,No,41,Venmo,Fortnightly,Adult,14,41,68,14,4,4,3,443,High Value
2159,19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,9,Bank Transfer,Fortnightly,Young Adult,14,9,84,14,4,1,4,414,Low Value
2160,18,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3.0,No,Free Shipping,No,34,Cash,Annually,Young Adult,365,34,58,365,1,3,2,132,At Risk
2161,45,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Express,No,21,PayPal,Annually,Middle-aged,365,21,92,365,1,2,4,124,At Risk
2162,23,Male,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Express,No,5,Debit Card,Fortnightly,Young Adult,14,5,69,14,4,1,3,413,Low Value
2163,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,32,PayPal,Weekly,Senior,7,32,48,7,4,3,2,432,Low Value
2164,52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Express,No,44,Bank Transfer,Monthly,Middle-aged,30,44,60,30,3,4,2,342,Low Value
2165,42,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,46,PayPal,Bi-Weekly,Adult,14,46,20,14,4,4,1,441,Low Value
2166,29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,42,Credit Card,Every 3 Months,Young Adult,90,42,55,90,2,4,2,242,At Risk
2167,31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Express,No,50,Credit Card,Bi-Weekly,Young Adult,14,50,88,14,4,4,4,444,High Value
2168,30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Standard,No,33,Venmo,Fortnightly,Young Adult,14,33,48,14,4,3,2,432,Low Value
2169,23,Male,Handbag,Accessories,74,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,No,32,Cash,Quarterly,Young Adult,90,32,74,90,2,3,3,233,Loyal
2170,31,Male,Coat,Outerwear,42,Florida,M,Brown,Fall,2.9,No,Next Day Air,No,32,Bank Transfer,Bi-Weekly,Young Adult,14,32,42,14,4,3,2,432,Low Value
2171,40,Male,Sweater,Clothing,32,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,No,37,Venmo,Every 3 Months,Adult,90,37,32,90,2,3,1,231,At Risk
2172,39,Male,Shorts,Clothing,98,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,No,9,Cash,Fortnightly,Adult,14,9,98,14,4,1,4,414,Low Value
2173,28,Male,Skirt,Clothing,89,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,No,6,PayPal,Fortnightly,Young Adult,14,6,89,14,4,1,4,414,Low Value
2174,23,Male,Gloves,Accessories,97,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,No,36,Venmo,Quarterly,Young Adult,90,36,97,90,2,3,4,234,Loyal
2175,42,Male,Backpack,Accessories,49,Colorado,S,Olive,Spring,2.9,No,Store Pickup,No,1,Cash,Annually,Adult,365,1,49,365,1,1,2,112,Low Value
2176,68,Male,Dress,Clothing,50,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,No,48,Credit Card,Fortnightly,Senior,14,48,50,14,4,4,2,442,Low Value
2177,24,Male,Belt,Accessories,91,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,No,44,Debit Card,Quarterly,Young Adult,90,44,91,90,2,4,4,244,Loyal
2178,24,Male,Gloves,Accessories,93,Montana,XL,Green,Winter,3.0,No,Express,No,9,PayPal,Bi-Weekly,Young Adult,14,9,93,14,4,1,4,414,Low Value
2179,21,Male,Jewelry,Accessories,98,Florida,M,Gold,Summer,4.7,No,Standard,No,32,Venmo,Annually,Young Adult,365,32,98,365,1,3,4,134,Loyal
2180,49,Male,Socks,Clothing,82,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,No,14,PayPal,Monthly,Middle-aged,30,14,82,30,3,2,4,324,Low Value
2181,41,Male,Coat,Outerwear,37,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,No,43,Cash,Quarterly,Adult,90,43,37,90,2,4,1,241,At Risk
2182,22,Male,Handbag,Accessories,63,Hawaii,M,Black,Fall,3.2,No,Free Shipping,No,32,Bank Transfer,Bi-Weekly,Young Adult,14,32,63,14,4,3,3,433,High Value
2183,42,Male,Blouse,Clothing,99,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,No,26,Venmo,Bi-Weekly,Adult,14,26,99,14,4,3,4,434,High Value
2184,30,Male,Shorts,Clothing,37,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,No,2,Cash,Monthly,Young Adult,30,2,37,30,3,1,1,311,Low Value
2185,38,Male,Shoes,Footwear,34,Nevada,S,Gold,Spring,3.2,No,Free Shipping,No,16,PayPal,Every 3 Months,Adult,90,16,34,90,2,2,1,221,At Risk
2186,40,Male,Shorts,Clothing,32,North Carolina,M,Violet,Winter,2.5,No,Express,No,50,Debit Card,Every 3 Months,Adult,90,50,32,90,2,4,1,241,At Risk
2187,55,Male,Sandals,Footwear,23,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,No,6,PayPal,Every 3 Months,Middle-aged,90,6,23,90,2,1,1,211,Low Value
2188,37,Male,Blouse,Clothing,78,Idaho,M,Violet,Spring,4.4,No,Free Shipping,No,20,PayPal,Annually,Adult,365,20,78,365,1,2,3,123,At Risk
2189,41,Male,Coat,Outerwear,54,California,M,Brown,Winter,4.7,No,Next Day Air,No,9,Credit Card,Weekly,Adult,7,9,54,7,4,1,2,412,Low Value
2190,38,Male,Blouse,Clothing,94,Wisconsin,XL,Brown,Fall,4.0,No,Express,No,47,Credit Card,Bi-Weekly,Adult,14,47,94,14,4,4,4,444,High Value
2191,42,Male,Belt,Accessories,75,Alaska,S,Maroon,Spring,4.6,No,Express,No,33,Credit Card,Annually,Adult,365,33,75,365,1,3,3,133,Loyal
2192,26,Male,Blouse,Clothing,69,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,No,46,Cash,Bi-Weekly,Young Adult,14,46,69,14,4,4,3,443,High Value
2193,41,Male,Scarf,Accessories,35,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,No,9,Credit Card,Monthly,Adult,30,9,35,30,3,1,1,311,Low Value
2194,27,Male,Shirt,Clothing,78,California,L,Turquoise,Spring,5.0,No,Express,No,8,PayPal,Monthly,Young Adult,30,8,78,30,3,1,3,313,Low Value
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,48,Bank Transfer,Quarterly,Senior,90,48,29,90,2,4,1,241,At Risk
2196,58,Male,Jeans,Clothing,62,New York,M,Brown,Fall,3.7,No,Next Day Air,No,2,Cash,Monthly,Senior,30,2,62,30,3,1,3,313,Low Value
2197,25,Male,Dress,Clothing,58,Vermont,M,Gray,Spring,4.8,No,Next Day Air,No,31,PayPal,Weekly,Young Adult,7,31,58,7,4,3,2,432,Low Value
2198,33,Male,Boots,Footwear,88,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,No,40,Venmo,Monthly,Adult,30,40,88,30,3,4,4,344,High Value
2199,57,Male,Scarf,Accessories,80,New York,L,Turquoise,Summer,3.5,No,Free Shipping,No,35,Venmo,Monthly,Middle-aged,30,35,80,30,3,3,3,333,High Value
2200,39,Male,Scarf,Accessories,47,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,No,40,Debit Card,Monthly,Adult,30,40,47,30,3,4,2,342,Low Value
2201,60,Male,Gloves,Accessories,51,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,No,27,Debit Card,Every 3 Months,Senior,90,27,51,90,2,3,2,232,At Risk
2202,39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,10,Venmo,Annually,Adult,365,10,25,365,1,1,1,111,Low Value
2203,42,Male,Dress,Clothing,36,Alabama,M,Red,Summer,4.3,No,Next Day Air,No,23,Credit Card,Weekly,Adult,7,23,36,7,4,2,1,421,Low Value
2204,53,Male,Dress,Clothing,79,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,No,32,Cash,Quarterly,Middle-aged,90,32,79,90,2,3,3,233,Loyal
2205,20,Male,Jeans,Clothing,41,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,No,6,Debit Card,Monthly,Young Adult,30,6,41,30,3,1,2,312,Low Value
2206,46,Male,Sweater,Clothing,68,North Dakota,XL,Red,Fall,2.7,No,Express,No,27,PayPal,Weekly,Middle-aged,7,27,68,7,4,3,3,433,High Value
2207,46,Male,Sandals,Footwear,51,Illinois,L,Green,Spring,2.6,No,Store Pickup,No,25,Bank Transfer,Fortnightly,Middle-aged,14,25,51,14,4,2,2,422,Low Value
2208,69,Male,Handbag,Accessories,38,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,No,11,Credit Card,Annually,Senior,365,11,38,365,1,1,1,111,Low Value
2209,28,Male,Scarf,Accessories,46,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,No,23,PayPal,Monthly,Young Adult,30,23,46,30,3,2,2,322,Low Value
2210,42,Male,Sandals,Footwear,20,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,No,44,Bank Transfer,Quarterly,Adult,90,44,20,90,2,4,1,241,At Risk
2211,30,Male,Sunglasses,Accessories,25,Virginia,M,Orange,Summer,3.1,No,Store Pickup,No,35,PayPal,Fortnightly,Young Adult,14,35,25,14,4,3,1,431,Low Value
2212,50,Male,Sweater,Clothing,89,Maine,L,Purple,Winter,3.2,No,Free Shipping,No,45,Debit Card,Every 3 Months,Middle-aged,90,45,89,90,2,4,4,244,Loyal
2213,59,Male,Pants,Clothing,77,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,No,22,Bank Transfer,Quarterly,Senior,90,22,77,90,2,2,3,223,At Risk
2214,54,Male,Hat,Accessories,94,Hawaii,M,Maroon,Fall,2.9,No,Express,No,18,Debit Card,Quarterly,Middle-aged,90,18,94,90,2,2,4,224,At Risk
2215,50,Male,Belt,Accessories,100,Idaho,L,Gold,Fall,4.1,No,Standard,No,20,Debit Card,Weekly,Middle-aged,7,20,100,7,4,2,4,424,Low Value
2216,25,Male,Sandals,Footwear,96,West Virginia,M,Indigo,Winter,2.7,No,Express,No,28,Credit Card,Fortnightly,Young Adult,14,28,96,14,4,3,4,434,High Value
2217,41,Male,Pants,Clothing,36,Vermont,XL,Silver,Winter,4.0,No,Store Pickup,No,15,Venmo,Bi-Weekly,Adult,14,15,36,14,4,2,1,421,Low Value
2218,35,Male,Jewelry,Accessories,27,Indiana,XL,Red,Fall,2.6,No,Store Pickup,No,42,Bank Transfer,Fortnightly,Adult,14,42,27,14,4,4,1,441,Low Value
2219,67,Male,Sunglasses,Accessories,67,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,No,20,Debit Card,Quarterly,Senior,90,20,67,90,2,2,3,223,At Risk
2220,33,Male,Blouse,Clothing,91,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,No,16,Bank Transfer,Fortnightly,Adult,14,16,91,14,4,2,4,424,Low Value
2221,19,Male,Belt,Accessories,62,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,No,47,Cash,Annually,Young Adult,365,47,62,365,1,4,3,143,Loyal
2222,25,Male,Shorts,Clothing,88,Kansas,XL,White,Fall,3.0,No,Free Shipping,No,34,Credit Card,Annually,Young Adult,365,34,88,365,1,3,4,134,Loyal
2223,32,Male,Pants,Clothing,66,Georgia,M,Teal,Summer,4.4,No,Store Pickup,No,30,Credit Card,Weekly,Adult,7,30,66,7,4,3,3,433,High Value
2224,30,Male,Sandals,Footwear,65,Kansas,M,Gray,Fall,4.7,No,Next Day Air,No,5,PayPal,Quarterly,Young Adult,90,5,65,90,2,1,3,213,Low Value
2225,18,Male,Gloves,Accessories,25,Nebraska,L,Charcoal,Winter,4.3,No,Standard,No,38,Cash,Quarterly,Young Adult,90,38,25,90,2,3,1,231,At Risk
2226,38,Male,Belt,Accessories,64,Washington,S,Olive,Spring,4.8,No,Free Shipping,No,18,Credit Card,Annually,Adult,365,18,64,365,1,2,3,123,At Risk
2227,22,Male,Shirt,Clothing,72,Missouri,L,Blue,Spring,4.8,No,Store Pickup,No,28,Cash,Annually,Young Adult,365,28,72,365,1,3,3,133,Loyal
2228,40,Male,Scarf,Accessories,74,Washington,S,Gray,Summer,4.4,No,Next Day Air,No,42,Credit Card,Fortnightly,Adult,14,42,74,14,4,4,3,443,High Value
2229,54,Male,Gloves,Accessories,50,Kansas,M,Green,Fall,3.7,No,Free Shipping,No,5,Credit Card,Weekly,Middle-aged,7,5,50,7,4,1,2,412,Low Value
2230,70,Male,Pants,Clothing,97,Minnesota,M,Silver,Fall,3.9,No,Express,No,50,Venmo,Monthly,Senior,30,50,97,30,3,4,4,344,High Value
2231,52,Male,Sneakers,Footwear,36,Colorado,S,Teal,Spring,3.8,No,Express,No,33,Venmo,Fortnightly,Middle-aged,14,33,36,14,4,3,1,431,Low Value
2232,34,Male,Jacket,Outerwear,49,Utah,M,Beige,Fall,4.1,No,Store Pickup,No,1,Credit Card,Weekly,Adult,7,1,49,7,4,1,2,412,Low Value
2233,65,Male,Shoes,Footwear,64,North Carolina,L,Lavender,Spring,4.0,No,Store Pickup,No,14,Cash,Fortnightly,Senior,14,14,64,14,4,2,3,423,Low Value
2234,38,Male,Blouse,Clothing,31,Florida,XL,Gray,Summer,4.5,No,Express,No,48,Credit Card,Monthly,Adult,30,48,31,30,3,4,1,341,Low Value
2235,35,Male,Boots,Footwear,66,New Hampshire,S,Yellow,Winter,4.0,No,Express,No,26,Cash,Weekly,Adult,7,26,66,7,4,3,3,433,High Value
2236,40,Male,Socks,Clothing,82,Illinois,M,Gray,Spring,4.5,No,2-Day Shipping,No,44,Credit Card,Annually,Adult,365,44,82,365,1,4,4,144,Loyal
2237,23,Male,T-shirt,Clothing,88,Louisiana,M,Yellow,Winter,2.7,No,Standard,No,18,Debit Card,Fortnightly,Young Adult,14,18,88,14,4,2,4,424,Low Value
2238,45,Male,Sandals,Footwear,34,Alabama,S,Black,Summer,3.8,No,Next Day Air,No,31,Venmo,Every 3 Months,Middle-aged,90,31,34,90,2,3,1,231,At Risk
2239,40,Male,Sneakers,Footwear,84,Florida,L,Beige,Winter,3.8,No,Standard,No,18,Debit Card,Weekly,Adult,7,18,84,7,4,2,4,424,Low Value
2240,42,Male,Jewelry,Accessories,96,Alabama,L,Indigo,Summer,3.8,No,2-Day Shipping,No,41,Credit Card,Every 3 Months,Adult,90,41,96,90,2,4,4,244,Loyal
2241,57,Male,Sandals,Footwear,71,California,L,Green,Winter,4.3,No,Next Day Air,No,18,Debit Card,Every 3 Months,Middle-aged,90,18,71,90,2,2,3,223,At Risk
2242,18,Male,Jacket,Outerwear,77,Maryland,M,Purple,Summer,3.5,No,Free Shipping,No,3,Bank Transfer,Bi-Weekly,Young Adult,14,3,77,14,4,1,3,413,Low Value
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,5,Credit Card,Bi-Weekly,Young Adult,14,5,66,14,4,1,3,413,Low Value
2244,56,Male,Shirt,Clothing,21,Massachusetts,M,Teal,Winter,3.7,No,2-Day Shipping,No,13,Debit Card,Annually,Middle-aged,365,13,21,365,1,1,1,111,Low Value
2245,35,Male,Shorts,Clothing,37,South Carolina,M,Gold,Summer,4.8,No,2-Day Shipping,No,22,PayPal,Annually,Adult,365,22,37,365,1,2,1,121,At Risk
2246,49,Male,Socks,Clothing,90,Delaware,L,Gray,Fall,4.9,No,Free Shipping,No,45,PayPal,Fortnightly,Middle-aged,14,45,90,14,4,4,4,444,High Value
2247,49,Male,Jacket,Outerwear,96,Hawaii,M,Cyan,Fall,4.3,No,Store Pickup,No,39,PayPal,Every 3 Months,Middle-aged,90,39,96,90,2,4,4,244,Loyal
2248,34,Male,Jewelry,Accessories,37,Florida,L,Teal,Summer,4.4,No,Next Day Air,No,18,Venmo,Annually,Adult,365,18,37,365,1,2,1,121,At Risk
2249,63,Male,T-shirt,Clothing,66,Rhode Island,M,Violet,Winter,3.4,No,Free Shipping,No,19,PayPal,Fortnightly,Senior,14,19,66,14,4,2,3,423,Low Value
2250,42,Male,Gloves,Accessories,45,Wyoming,XL,Indigo,Spring,4.3,No,Next Day Air,No,29,Debit Card,Weekly,Adult,7,29,45,7,4,3,2,432,Low Value
2251,41,Male,Shoes,Footwear,89,Colorado,L,Pink,Summer,4.6,No,Store Pickup,No,19,Credit Card,Weekly,Adult,7,19,89,7,4,2,4,424,Low Value
2252,26,Male,Shoes,Footwear,94,Virginia,L,Gold,Fall,3.8,No,Free Shipping,No,22,Debit Card,Monthly,Young Adult,30,22,94,30,3,2,4,324,Low Value
2253,48,Male,Shoes,Footwear,96,Nebraska,S,Maroon,Summer,3.9,No,Express,No,21,Bank Transfer,Annually,Middle-aged,365,21,96,365,1,2,4,124,At Risk
2254,62,Male,Hoodie,Clothing,31,Oklahoma,M,Brown,Spring,2.6,No,Store Pickup,No,22,PayPal,Monthly,Senior,30,22,31,30,3,2,1,321,Low Value
2255,24,Male,Belt,Accessories,79,North Dakota,M,Gold,Winter,4.2,No,Store Pickup,No,44,PayPal,Every 3 Months,Young Adult,90,44,79,90,2,4,3,243,Loyal
2256,48,Male,Coat,Outerwear,39,Michigan,L,Teal,Spring,4.6,No,Store Pickup,No,42,Bank Transfer,Quarterly,Middle-aged,90,42,39,90,2,4,1,241,At Risk
2257,31,Male,Blouse,Clothing,22,California,M,Turquoise,Fall,5.0,No,Standard,No,33,Credit Card,Quarterly,Young Adult,90,33,22,90,2,3,1,231,At Risk
2258,41,Male,Skirt,Clothing,32,Tennessee,L,Olive,Fall,4.2,No,Standard,No,6,Bank Transfer,Annually,Adult,365,6,32,365,1,1,1,111,Low Value
2259,24,Male,T-shirt,Clothing,71,Ohio,L,Cyan,Winter,4.3,No,Store Pickup,No,44,Credit Card,Every 3 Months,Young Adult,90,44,71,90,2,4,3,243,Loyal
2260,60,Male,Jeans,Clothing,96,Florida,XL,Beige,Spring,3.3,No,Free Shipping,No,24,Cash,Annually,Senior,365,24,96,365,1,2,4,124,At Risk
2261,38,Male,Scarf,Accessories,82,Missouri,M,Blue,Fall,4.9,No,Express,No,16,PayPal,Quarterly,Adult,90,16,82,90,2,2,4,224,At Risk
2262,58,Male,Backpack,Accessories,76,South Carolina,L,Gold,Spring,4.4,No,Standard,No,12,Bank Transfer,Fortnightly,Senior,14,12,76,14,4,1,3,413,Low Value
2263,53,Male,Backpack,Accessories,22,Arizona,M,Green,Winter,3.1,No,2-Day Shipping,No,50,PayPal,Monthly,Middle-aged,30,50,22,30,3,4,1,341,Low Value
2264,44,Male,Scarf,Accessories,40,Indiana,XL,Green,Winter,3.5,No,Store Pickup,No,42,Cash,Quarterly,Adult,90,42,40,90,2,4,2,242,At Risk
2265,51,Male,Hat,Accessories,92,North Dakota,M,Turquoise,Summer,3.9,No,2-Day Shipping,No,50,PayPal,Monthly,Middle-aged,30,50,92,30,3,4,4,344,High Value
2266,36,Male,Coat,Outerwear,94,Montana,XL,Yellow,Fall,3.9,No,Store Pickup,No,10,PayPal,Quarterly,Adult,90,10,94,90,2,1,4,214,Low Value
2267,20,Male,Dress,Clothing,44,Missouri,M,Yellow,Fall,4.3,No,Store Pickup,No,32,Debit Card,Weekly,Young Adult,7,32,44,7,4,3,2,432,Low Value
2268,32,Male,Gloves,Accessories,49,Kentucky,S,Blue,Spring,3.8,No,Express,No,37,Venmo,Weekly,Adult,7,37,49,7,4,3,2,432,Low Value
2269,66,Male,Sweater,Clothing,26,Georgia,L,Charcoal,Spring,2.7,No,2-Day Shipping,No,15,Bank Transfer,Monthly,Senior,30,15,26,30,3,2,1,321,Low Value
2270,49,Male,Skirt,Clothing,38,Kentucky,M,Yellow,Fall,4.4,No,Store Pickup,No,27,Credit Card,Annually,Middle-aged,365,27,38,365,1,3,1,131,At Risk
2271,27,Male,Blouse,Clothing,72,Georgia,L,Purple,Spring,3.5,No,Express,No,7,Venmo,Weekly,Young Adult,7,7,72,7,4,1,3,413,Low Value
2272,29,Male,Dress,Clothing,99,Alaska,M,Green,Summer,3.4,No,Free Shipping,No,49,PayPal,Quarterly,Young Adult,90,49,99,90,2,4,4,244,Loyal
2273,29,Male,Jacket,Outerwear,38,Maine,L,Charcoal,Spring,4.0,No,Standard,No,44,PayPal,Monthly,Young Adult,30,44,38,30,3,4,1,341,Low Value
2274,55,Male,Coat,Outerwear,96,New Mexico,L,Silver,Winter,4.8,No,Express,No,13,PayPal,Bi-Weekly,Middle-aged,14,13,96,14,4,1,4,414,Low Value
2275,57,Male,Dress,Clothing,27,New York,L,Turquoise,Spring,4.5,No,Next Day Air,No,38,PayPal,Fortnightly,Middle-aged,14,38,27,14,4,3,1,431,Low Value
2276,29,Male,Shorts,Clothing,24,Oklahoma,M,Gray,Winter,4.4,No,Standard,No,10,Debit Card,Weekly,Young Adult,7,10,24,7,4,1,1,411,Low Value
2277,31,Male,Jeans,Clothing,82,Wyoming,L,Red,Summer,4.1,No,2-Day Shipping,No,25,Debit Card,Weekly,Young Adult,7,25,82,7,4,2,4,424,Low Value
2278,25,Male,Hat,Accessories,56,Alabama,M,Beige,Summer,4.6,No,Next Day Air,No,18,Credit Card,Quarterly,Young Adult,90,18,56,90,2,2,2,222,At Risk
2279,61,Male,Gloves,Accessories,25,Maryland,M,Maroon,Fall,3.8,No,Store Pickup,No,6,Cash,Every 3 Months,Senior,90,6,25,90,2,1,1,211,Low Value
2280,53,Male,Sneakers,Footwear,67,West Virginia,L,Indigo,Spring,2.9,No,Free Shipping,No,35,Bank Transfer,Quarterly,Middle-aged,90,35,67,90,2,3,3,233,Loyal
2281,22,Male,Shoes,Footwear,21,Kentucky,M,Red,Summer,2.8,No,Standard,No,31,Credit Card,Fortnightly,Young Adult,14,31,21,14,4,3,1,431,Low Value
2282,28,Male,Hoodie,Clothing,27,Kansas,XL,Maroon,Summer,3.0,No,Store Pickup,No,41,Bank Transfer,Annually,Young Adult,365,41,27,365,1,4,1,141,At Risk
2283,18,Male,Sneakers,Footwear,97,Idaho,S,Red,Fall,4.2,No,2-Day Shipping,No,8,Credit Card,Annually,Young Adult,365,8,97,365,1,1,4,114,Low Value
2284,44,Male,Handbag,Accessories,45,Ohio,S,Black,Winter,4.1,No,Free Shipping,No,34,Credit Card,Fortnightly,Adult,14,34,45,14,4,3,2,432,Low Value
2285,32,Male,Blouse,Clothing,63,Iowa,XL,Black,Fall,4.1,No,Express,No,20,Venmo,Annually,Adult,365,20,63,365,1,2,3,123,At Risk
2286,34,Male,Belt,Accessories,100,Michigan,L,Pink,Summer,4.6,No,2-Day Shipping,No,38,PayPal,Every 3 Months,Adult,90,38,100,90,2,3,4,234,Loyal
2287,67,Male,Socks,Clothing,38,South Dakota,L,Blue,Spring,2.5,No,Store Pickup,No,35,Venmo,Quarterly,Senior,90,35,38,90,2,3,1,231,At Risk
2288,66,Male,Blouse,Clothing,45,Nebraska,L,Green,Summer,3.0,No,Store Pickup,No,6,Debit Card,Annually,Senior,365,6,45,365,1,1,2,112,Low Value
2289,28,Male,Jewelry,Accessories,91,California,M,Orange,Fall,3.8,No,Next Day Air,No,50,PayPal,Weekly,Young Adult,7,50,91,7,4,4,4,444,High Value
2290,70,Male,Shorts,Clothing,82,Nevada,M,Orange,Fall,4.1,No,Free Shipping,No,47,Venmo,Weekly,Senior,7,47,82,7,4,4,4,444,High Value
2291,37,Male,Boots,Footwear,48,Kansas,L,Magenta,Winter,3.3,No,Standard,No,23,PayPal,Quarterly,Adult,90,23,48,90,2,2,2,222,At Risk
2292,28,Male,Coat,Outerwear,30,Ohio,M,Indigo,Spring,5.0,No,2-Day Shipping,No,13,Credit Card,Quarterly,Young Adult,90,13,30,90,2,1,1,211,Low Value
2293,43,Male,T-shirt,Clothing,34,Vermont,S,Beige,Spring,3.8,No,Next Day Air,No,31,Debit Card,Monthly,Adult,30,31,34,30,3,3,1,331,Low Value
2294,37,Male,Sweater,Clothing,68,Georgia,L,Green,Fall,3.3,No,Express,No,16,Debit Card,Every 3 Months,Adult,90,16,68,90,2,2,3,223,At Risk
2295,54,Male,Sunglasses,Accessories,95,Maryland,M,Red,Winter,5.0,No,Express,No,40,Debit Card,Annually,Middle-aged,365,40,95,365,1,4,4,144,Loyal
2296,50,Male,Hat,Accessories,22,Connecticut,L,Beige,Spring,2.9,No,2-Day Shipping,No,45,PayPal,Quarterly,Middle-aged,90,45,22,90,2,4,1,241,At Risk
